Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
790,0,22.39,45.563333333333304,22.39,42.9666666666667,25.0,41.433333333333294,21.6,43.59,20.7,49.3633333333333,16.0,16.7633333333333,21.29,37.863333333333294,23.7,44.8633333333333,20.6,44.4333333333333,13.466666666666699,749.866666666667,68.6666666666667,7.0,40.0,7.76666666666667
790,0,23.0,50.26,25.53,43.133333333333304,24.39,44.49,23.6,47.26,22.5,50.4316666666667,22.2,7.49333333333333,22.89,43.9,23.29,51.09,23.0,47.4625,16.9,756.333333333333,79.6666666666667,4.66666666666667,28.3333333333333,13.333333333333302
780,0,21.533333333333296,45.86,21.0,41.3266666666667,21.76,44.76,21.356666666666698,41.6633333333333,17.6,56.09,3.4,97.96,16.89,39.6083333333333,20.5,48.0961111111111,16.29,44.53,4.2,754.1,84.1666666666667,3.0,37.8333333333333,1.78333333333333
780,0,20.39,39.1266666666667,18.0233333333333,43.7333333333333,20.79,37.9666666666667,20.3425,36.545,18.89,50.5266666666667,3.3975,62.9425,20.0,29.23,21.6666666666667,37.93,19.856666666666698,38.3,4.0,764.8166666666668,77.6666666666667,5.3333333333333295,24.0,0.35
780,0,21.0,40.4,18.5,44.1266666666667,21.6,38.1266666666667,19.7,39.4,19.2,47.826666666666696,8.46,74.7266666666667,20.0,37.59,21.39,42.09,19.39,41.2,7.68333333333333,754.0499999999998,95.0,4.0,63.8333333333333,6.98333333333333
780,0,20.1333333333333,37.3333333333333,18.26,39.59,21.89,34.26,19.5,35.6633333333333,18.6,40.4,10.63,35.4266666666667,19.0,32.3266666666667,20.5,38.09,18.6,36.4666666666667,7.233333333333332,755.233333333333,89.0,4.3333333333333295,26.0,5.5
770,20,20.2,40.5,19.29,40.433333333333294,20.5,39.1566666666667,21.89,37.29,17.89,48.6528571428571,3.8633333333333297,87.0,19.0,32.272,20.426666666666698,38.433333333333294,18.1666666666667,37.4,4.5,756.9,76.0,3.0,21.0,0.6
770,0,22.823333333333295,48.7633333333333,22.39,39.8,23.29,39.23,23.2,38.3266666666667,21.39,44.1528571428571,14.9633333333333,6.62666666666667,22.323333333333295,34.5,22.945,42.11875,21.2,41.09666666666671,13.4,751.233333333333,58.0,3.0,40.0,5.26666666666667
760,20,19.856666666666698,38.53,17.89,38.5,20.1,36.6266666666667,18.7,34.2633333333333,17.5,48.06,6.56333333333333,78.5,18.5,28.856666666666698,20.29,36.52666666666669,17.7,36.863333333333294,5.5,757.0666666666668,68.6666666666667,3.0,40.0,0.133333333333333
760,30,21.6,41.1966666666667,19.5,38.56666666666669,23.4975,35.3725,21.6,32.5,18.7,42.66,7.72666666666667,17.93,20.5,24.6,23.5,33.6633333333333,19.6333333333333,37.73,6.85,764.65,56.5,7.0,25.5,-1.3
760,0,22.926666666666698,43.0,22.29,40.433333333333294,26.1666666666667,39.3333333333333,21.533333333333296,41.4,20.89,45.7,17.69,11.263333333333302,21.823333333333295,36.5,24.6666666666667,42.4,20.7,43.26,14.683333333333302,749.233333333333,59.3333333333333,7.0,40.0,6.85
760,0,21.963333333333296,44.4566666666667,20.6,42.6,24.426666666666698,40.89,21.1,38.963333333333296,20.2,48.92,12.7185714285714,9.19428571428571,21.978,33.612,23.81,38.56,20.6,40.4666666666667,10.833333333333302,753.266666666667,65.6666666666667,4.3333333333333295,40.0,4.633333333333329
750,20,22.1633333333333,42.4,21.2864285714286,38.39,20.86,41.723333333333294,20.89,39.92666666666669,18.89,51.8144444444444,0.166666666666667,96.09,19.716875,36.946875,20.937142857142895,42.6214285714286,17.79,40.59,2.0,765.1,87.0,3.0,40.0,0.1
750,20,21.1,44.6933333333333,20.29,42.59,22.89,42.56666666666669,21.0,43.0,18.856666666666698,54.225,9.13,67.8266666666667,19.1,36.51,21.9205555555556,47.645,19.0,43.0266666666667,8.449999999999998,739.45,69.5,12.5,40.0,3.1
750,30,22.43,43.0,21.926666666666698,40.1333333333333,21.23,42.59666666666671,19.89,43.73,20.462777777777802,46.1983333333333,4.5,92.59,19.745,37.3761111111111,23.4144444444444,45.742777777777796,18.6,41.56,3.9166666666666705,748.6833333333329,95.0,2.8333333333333295,40.0,3.2166666666666694
750,10,21.533333333333296,45.4666666666667,19.79,47.6633333333333,22.6,41.463333333333296,20.89,44.0,20.1,51.7933333333333,10.86,60.6266666666667,20.79,39.73,23.0,48.4666666666667,20.5,46.03,10.2666666666667,749.2999999999998,90.3333333333333,5.0,38.16666666666669,8.71666666666667
750,0,22.066666666666695,42.1633333333333,20.79,43.1566666666667,23.426666666666698,38.3266666666667,21.2,41.363333333333294,20.5,46.2233333333333,15.2933333333333,19.4666666666667,21.29,37.363333333333294,23.29,40.29,20.89,41.9666666666667,11.3,750.9,78.0,3.0,40.0,7.599999999999999
750,0,23.1,50.4333333333333,22.23,47.5666666666667,23.533333333333296,41.2333333333333,23.1,38.2,21.39,49.2385714285714,13.7633333333333,9.79666666666667,22.26,34.3633333333333,23.157142857142897,42.9414285714286,21.2,43.6266666666667,13.533333333333301,751.1333333333331,59.3333333333333,3.0,40.0,5.73333333333333
750,0,22.7,37.933333333333294,23.1333333333333,34.4,26.26,38.06,23.29,34.79,20.6,42.433333333333294,14.96,3.8633333333333297,21.89,31.6,22.23,38.8266666666667,20.5,38.09,11.466666666666699,759.466666666667,67.3333333333333,5.0,34.66666666666669,5.6
740,0,21.39,40.56666666666669,20.79,38.29,21.4175,43.44,18.7,42.3266666666667,17.1,53.03,5.1233333333333295,73.98999999999998,17.5666666666667,38.4,18.066666666666695,45.43,17.0,43.73,4.73333333333333,747.85,76.5,6.8333333333333295,40.0,0.9166666666666669
740,10,20.463333333333296,40.7666666666667,19.39,41.06,20.76,46.0566666666667,19.4966666666667,38.6933333333333,18.426666666666698,86.46444444444451,-3.21,89.2366666666667,18.2,32.4228571428571,20.2257142857143,42.729285714285695,16.926666666666698,38.3666666666667,-2.91666666666667,756.8166666666668,82.1666666666667,2.16666666666667,24.5,-5.55
740,20,19.5,42.1333333333333,18.26,39.1966666666667,19.89,39.1933333333333,18.6,37.3266666666667,17.7,53.45,2.62666666666667,76.0666666666667,18.79,32.83111111111109,20.538888888888895,39.0294444444444,17.89,39.7,3.06666666666667,757.6666666666669,74.6666666666667,6.0,40.0,-1.06666666666667
740,0,20.0,33.6,19.066666666666695,33.4666666666667,19.9933333333333,34.2266666666667,19.963333333333296,32.7666666666667,18.2,46.53,2.2925,58.395,20.39,28.73,21.823333333333295,36.53,19.5,37.363333333333294,2.2,768.7999999999998,81.0,7.0,65.0,-0.8
740,20,21.29,34.6333333333333,19.39,34.0333333333333,23.426666666666698,34.66,21.6,31.463333333333296,18.7,41.863333333333294,8.323333333333329,14.9633333333333,20.6,24.39,23.39,33.59,19.6666666666667,37.76,7.1,764.5,56.0,7.0,25.0,-1.1
730,0,22.39,45.0966666666667,22.463333333333296,42.8266666666667,25.0,41.7666666666667,21.6333333333333,43.5,20.7,49.5,16.0333333333333,16.6966666666667,21.29,37.73,23.7,44.79,20.6,44.6666666666667,13.5,749.85,68.0,7.0,40.0,7.65
730,0,22.6333333333333,42.8,21.2,42.5225,23.963333333333296,37.26,21.39,40.8333333333333,20.7,46.79,14.7633333333333,14.263333333333302,22.2,34.7,24.29,39.6633333333333,21.0,40.7666666666667,13.35,751.7,63.0,5.0,40.0,6.3
730,0,22.39,46.9333333333333,21.29,44.73,25.1,39.79,21.89,38.59,20.89,46.826666666666696,9.6,45.2933333333333,21.39,33.4714285714286,23.89,41.0,21.1,43.5,9.93333333333333,747.766666666667,74.3333333333333,4.3333333333333295,40.0,5.46666666666667
720,20,20.856666666666698,37.76,19.26,37.6266666666667,21.6,36.363333333333294,21.0,33.9,17.8757142857143,46.5114285714286,4.3333333333333295,68.0,19.1,30.31,21.39,37.1633333333333,18.1,36.933333333333294,4.0,756.733333333333,75.6666666666667,3.0,27.666666666666693,0.0666666666666667
720,10,21.89,45.9,21.6666666666667,45.133333333333304,24.1333333333333,42.0,21.245,44.95,20.566666666666695,52.76,15.16,30.566666666666695,20.89,39.06,23.23,47.4,20.533333333333296,45.59,11.0,749.9,83.0,7.0,40.0,8.199999999999998
720,10,23.0,43.8333333333333,22.26,40.76,26.2425,38.8975,21.6666666666667,41.9666666666667,20.89,45.7,16.46,11.666666666666702,21.79,36.3266666666667,24.6,42.5,20.79,43.545,14.85,749.2999999999998,60.0,7.0,40.0,7.15
720,0,21.5,43.4666666666667,20.856666666666698,42.1,22.29,39.9,20.79,37.9,20.0,50.9814285714286,13.06,11.456,21.456,33.356,23.157142857142897,39.2,20.625,41.4475,11.0,753.866666666667,62.0,3.0,32.66666666666669,3.8
720,10,22.2,37.933333333333294,21.1,37.0,23.1666666666667,36.6266666666667,22.85,35.20000000000001,20.39,43.2666666666667,12.0,10.366666666666701,21.6,32.6371428571429,22.0,39.5,20.5,37.86,9.1,759.9,74.0,3.0,40.0,4.7
720,0,22.7,37.9933333333333,23.1333333333333,34.43333333333331,26.1333333333333,38.1933333333333,23.29,34.79,20.6,42.5,15.1,2.8633333333333306,21.89,31.6,22.365,38.9,20.5,38.1633333333333,11.6333333333333,759.3833333333331,66.6666666666667,5.0,37.3333333333333,5.65
720,0,23.1,51.99,25.1,44.4,25.926666666666698,45.2333333333333,23.79,47.0,22.54,50.812,23.1333333333333,1.33333333333333,23.071428571428598,44.01,23.2,50.7,23.0,47.09,18.766666666666698,755.966666666667,66.3333333333333,6.3333333333333295,40.0,12.3666666666667
710,20,17.856666666666698,46.6966666666667,17.2,43.7,18.96,46.7666666666667,18.8266666666667,44.5,15.39,51.1327777777778,6.22666666666667,99.9,15.6,41.045,18.0,52.4277777777778,15.5,48.53,6.6,767.5,95.0,5.0,40.0,5.8
710,10,21.73,44.9,21.34,43.79,21.29,45.1,19.426666666666698,48.03,20.181666666666697,49.8088888888889,11.7266666666667,77.12999999999998,19.0,45.3277777777778,20.1,51.1816666666667,17.79,50.56,11.25,760.25,76.5,8.0,25.0,7.15
710,20,20.79,44.1266666666667,20.0,42.6266666666667,21.29,43.4,21.0,41.863333333333294,18.89,54.75,7.523333333333331,80.79999999999998,18.73,37.9666666666667,21.1,48.7,19.0,44.5666666666667,7.883333333333329,739.3166666666668,80.3333333333333,10.5,59.1666666666667,4.65
710,30,20.7,39.53,19.7,38.53,22.2,39.59666666666671,22.39,35.6633333333333,17.85,48.036,5.866666666666671,71.90000000000002,19.412,30.1,20.6333333333333,36.2,18.23,37.8266666666667,6.1,756.9,57.0,3.0,27.0,-1.8
710,0,21.1333333333333,38.4666666666667,20.926666666666698,36.06,21.5,36.463333333333296,21.0,34.56,18.1,46.53,5.866666666666671,33.83,21.533333333333296,27.3266666666667,21.79,31.99,19.39,38.59,4.9,768.4,69.0,6.0,24.0,-0.3
710,30,21.29,37.7566666666667,20.73,35.9,21.6,37.56666666666669,21.29,34.59,18.6,43.9633333333333,10.0,13.5566666666667,20.7,25.7,22.29,35.06666666666669,19.7,37.8333333333333,7.75,764.366666666667,53.0,8.0,26.8333333333333,-1.4
710,10,22.033333333333296,45.46,20.5,43.4333333333333,24.575,41.0225,21.1,38.6633333333333,20.171428571428603,49.095714285714294,12.654000000000002,9.534,21.945,33.495,23.89,38.293333333333294,20.6,40.3266666666667,10.966666666666699,753.233333333333,64.8333333333333,4.16666666666667,40.0,4.56666666666667
710,0,24.29,43.5,25.35,36.612,26.0,37.2,24.6,40.3975,22.0,47.59,24.376,1.0,24.2,37.4,23.6333333333333,44.0666666666667,22.6,43.4666666666667,20.95,756.25,46.5,1.5,40.0,8.949999999999998
700,10,23.323333333333295,45.3633333333333,22.79,42.4,24.23,45.1666666666667,19.7225,50.2225,21.35111111111109,46.555,12.33,74.3966666666667,18.856666666666698,44.3311111111111,19.79,50.215,17.7,49.23,11.6,759.6,78.0,8.0,40.0,7.8
700,20,21.29,44.2666666666667,20.29,42.4666666666667,23.7633333333333,42.3966666666667,21.39,42.76,18.884444444444398,53.8877777777778,8.359999999999998,68.86,19.445,35.84111111111109,22.0,44.675555555555604,19.0,42.56,8.08333333333333,739.85,68.8333333333333,10.166666666666702,28.3333333333333,2.56666666666667
700,0,19.6,36.863333333333294,18.463333333333296,36.4666666666667,19.7,36.834,18.39,35.0,17.5,39.95571428571431,1.26,86.73,17.2,30.29,19.15,38.2675,17.412,36.218,2.85,760.85,87.5,2.5,22.0,0.95
700,0,19.1,34.7175,18.76,33.6566666666667,19.29,35.363333333333294,18.856666666666698,33.1333333333333,17.2,51.93,3.245,45.995,19.29,29.36,20.0,36.723333333333294,18.2,39.433333333333294,3.4833333333333294,762.833333333333,60.3333333333333,6.8333333333333295,38.16666666666669,-3.53333333333333
700,0,19.0,37.7,17.356666666666698,39.433333333333294,19.39,37.2,18.1,35.9,17.73,50.6566666666667,2.4666666666666694,76.5,17.39,31.29,19.963333333333296,39.6266666666667,17.533333333333303,37.933333333333294,1.3,748.2,96.0,4.0,63.0,0.7
700,20,21.23,39.9666666666667,19.5,36.6933333333333,20.6,37.1333333333333,21.39,34.545,17.79,44.4666666666667,8.5,23.263333333333296,20.5,29.396666666666697,22.79,36.26,18.1666666666667,40.2,8.36666666666667,760.233333333333,59.6666666666667,1.33333333333333,37.0,0.8
700,0,23.0,44.3933333333333,22.29,40.9666666666667,26.1666666666667,39.26,21.566666666666695,41.59666666666671,20.926666666666698,46.1,17.899999999999995,8.59,21.89,36.5,24.79,42.26,20.79,43.1633333333333,14.6,749.2,59.0,7.0,40.0,6.7
700,10,22.2,44.5666666666667,19.6,48.826666666666696,24.066666666666695,40.1,21.29,43.7,20.89,53.86,10.666666666666702,56.7933333333333,21.7,41.1266666666667,23.5,47.2666666666667,20.963333333333296,46.53,9.51666666666667,749.15,93.6666666666667,1.0,30.8333333333333,8.483333333333329
700,0,21.39,37.8333333333333,20.2,38.3266666666667,22.7,36.723333333333294,19.89,39.4,19.2,42.5,11.96,17.7233333333333,19.1666666666667,33.59,21.566666666666695,42.6566666666667,19.39,41.29,7.25,758.85,82.1666666666667,1.0,40.0,4.31666666666667
690,10,18.79,43.7666666666667,18.5,42.06,19.32,43.145,18.7,42.5,17.323333333333302,51.8633333333333,2.4,94.95,17.5,38.59,18.23,45.6566666666667,16.89,46.4,2.1,748.7999999999998,94.0,5.0,40.0,1.25
690,10,17.6666666666667,44.6933333333333,17.0,43.3633333333333,18.323333333333295,44.36,17.9966666666667,45.36,15.39,51.0,6.19,99.9,15.6,40.845,18.033333333333296,52.6366666666667,15.5,48.73,6.43333333333333,767.4333333333329,95.3333333333333,5.66666666666667,48.0,5.7
690,10,22.533333333333296,45.0266666666667,22.066666666666695,39.79,22.39,41.93,19.323333333333295,40.59,19.5,49.296111111111095,3.59,92.3,20.066666666666695,41.2666666666667,23.198333333333295,43.7761111111111,19.066666666666695,42.9666666666667,3.8333333333333295,736.216666666667,93.0,4.16666666666667,40.0,2.75
690,10,22.066666666666695,41.7,21.79,39.9,21.1,42.23,19.823333333333295,43.89,20.1883333333333,45.601666666666695,4.5,92.4,19.6,37.01166666666669,23.39,44.7083333333333,18.6,41.6633333333333,3.75,748.65,95.0,2.5,40.0,3.05
690,0,19.79,37.7966666666667,17.5,39.1266666666667,20.29,38.39,19.0,35.6633333333333,18.1,43.5266666666667,-3.79,82.2933333333333,18.323333333333295,30.36,20.463333333333296,39.6,17.79,39.6333333333333,-2.16666666666667,772.0,92.0,1.0,51.0,-3.2666666666666706
690,0,21.9475,34.77,20.466666666666697,33.4233333333333,22.8333333333333,37.2666666666667,21.0,32.9666666666667,18.1,45.9666666666667,6.43333333333333,30.16,22.5,26.066666666666695,22.26,31.1333333333333,19.6,37.975,6.15,767.6,59.5,6.0,28.0,-1.2
690,0,20.89,36.76,18.29,39.59,21.2,36.2266666666667,19.6,34.4,18.29,44.73,7.43333333333333,41.6933333333333,19.29,30.1,21.7,39.863333333333294,19.5,37.8266666666667,5.75,762.75,76.0,3.5,44.0,1.75
690,10,21.5,41.9666666666667,19.0,45.845,22.823333333333295,39.23,19.7,40.09,19.2,48.0,9.463333333333328,67.7,20.0,38.06,21.2,42.4,19.4725,42.15,8.86666666666667,755.2,86.8333333333333,6.0,30.8333333333333,6.78333333333333
690,20,21.39,39.59,20.86,39.56,23.0,37.1633333333333,21.52,38.4,21.866666666666692,75.6966666666667,6.59,56.6966666666667,20.657142857142897,31.657142857142897,22.2,39.3333333333333,21.1,41.09666666666671,6.9,754.533333333333,79.3333333333333,4.0,40.0,3.56666666666667
680,20,18.033333333333296,46.6633333333333,17.323333333333302,43.9333333333333,19.2933333333333,46.9,19.3,44.06,15.39,51.265,6.3,99.9,15.6,41.09611111111109,18.0,52.381666666666696,15.5,48.5,6.5833333333333295,767.5499999999998,94.8333333333333,5.16666666666667,40.0,5.76666666666667
680,0,20.29,39.3333333333333,19.6,38.36,20.533333333333296,40.3266666666667,19.1,38.59,18.4877777777778,50.881666666666696,4.96666666666667,92.6,19.2,34.645,21.481666666666698,41.5144444444444,18.5,39.9,4.65,743.1,75.6666666666667,5.16666666666667,40.0,0.666666666666667
680,0,21.1,38.9,20.29,37.56,20.926666666666698,38.83,19.1,36.5,18.05,46.45,7.4625,82.445,18.5,32.837142857142894,20.0,39.1528571428571,18.4057142857143,38.712857142857104,5.133333333333329,738.7999999999998,86.5,3.16666666666667,30.0,3.0166666666666706
680,20,21.1,36.1933333333333,19.5,34.8266666666667,20.39,35.70000000000001,21.26,33.5633333333333,17.79,44.2,9.7,20.35,20.7,28.926666666666698,22.7,36.26,18.2,40.23,9.383333333333328,759.9333333333329,54.0,1.16666666666667,23.0,0.4
680,30,21.29,42.36,19.5,37.2633333333333,20.7,37.59666666666671,21.426666666666698,34.7566666666667,17.79,44.4333333333333,8.03333333333333,24.456666666666695,20.566666666666695,31.33,22.76,36.3266666666667,18.1333333333333,40.2,7.9,760.35,62.0,1.5,44.0,0.9
680,10,22.323333333333295,38.7666666666667,22.226666666666695,36.53,25.2,37.9666666666667,23.1714285714286,35.20000000000001,20.463333333333296,42.9,14.663333333333298,4.46,21.6142857142857,31.877142857142896,21.89,38.59,20.463333333333296,38.29,10.7,759.85,66.5,4.5,28.5,4.7
670,20,21.0,43.1566666666667,20.6,42.06,20.53,45.63,18.79,45.5,17.677777777777795,59.3061111111111,5.5,99.9,16.8622222222222,40.9533333333333,20.088888888888896,49.47,16.29,45.9666666666667,6.0,752.5,80.0,6.0,40.0,2.7
670,10,21.39,42.893333333333295,20.963333333333296,41.29,21.823333333333295,45.1566666666667,21.566666666666695,41.86,17.6,56.2366666666667,3.73,98.76,16.89,39.7,20.463333333333296,48.2027777777778,16.29,44.6633333333333,4.5,754.0,83.0,3.0,40.0,1.9
670,0,22.1,42.7666666666667,20.89,42.02,23.6,35.9,20.26,39.7333333333333,19.7,50.79,11.6,4.7933333333333294,19.7,30.6,22.79,38.0,19.39,37.7666666666667,10.3666666666667,760.1,64.5,6.0,40.0,3.95
670,0,22.79,37.4,20.7,38.9,23.89,36.9,22.5,35.29,19.566666666666695,56.1966666666667,10.6566666666667,40.9333333333333,22.29,35.656,22.79,41.9,21.1,40.754,10.15,755.2,78.5,2.0,40.0,6.55
660,10,19.1,40.933333333333294,17.79,41.433333333333294,19.356666666666698,40.2,18.463333333333296,38.1633333333333,17.34,54.5,-2.155,90.7383333333333,18.6,34.59,19.412,42.196,17.0,37.2,-2.25,756.6,85.0,3.0,24.0,-4.45
660,20,21.0,42.9566666666667,20.6,41.8975,20.926666666666698,46.8966666666667,18.9966666666667,45.8333333333333,17.7,58.9294444444444,5.33,99.9,16.8788888888889,40.8155555555556,20.088888888888896,49.3694444444444,16.29,45.826666666666696,5.9,752.616666666667,80.0,5.8333333333333295,40.0,2.61666666666667
660,0,20.79,44.09,20.0,42.6266666666667,21.356666666666698,43.5266666666667,20.926666666666698,42.03,18.89,54.6572222222222,7.1233333333333295,85.0,18.765,37.9388888888889,21.1333333333333,48.76,18.926666666666698,44.43,7.76666666666667,739.333333333333,80.6666666666667,10.0,55.3333333333333,4.6
660,0,19.6,33.2,19.033333333333296,31.956666666666695,20.23,33.43333333333331,19.323333333333295,32.09,17.1,49.2233333333333,4.8333333333333295,34.06,19.926666666666698,27.463333333333296,20.356666666666698,34.56666666666669,18.1666666666667,39.79,4.73333333333333,762.7999999999998,55.3333333333333,7.0,27.3333333333333,-3.56666666666667
660,10,19.89,40.8,17.89,39.1666666666667,20.1,36.76,18.79,35.0,17.5,48.0,6.366666666666671,78.79999999999998,18.463333333333296,28.9933333333333,20.39,36.59,17.7,36.6566666666667,5.4,757.1333333333331,69.3333333333333,3.0,40.0,0.166666666666667
660,0,22.0,41.09,19.963333333333296,44.23,23.7,38.8425,20.0,39.06,19.39,48.06,11.7266666666667,45.09666666666669,20.7,35.86,21.6333333333333,40.89,19.6333333333333,41.42666666666669,10.5333333333333,756.033333333333,64.3333333333333,5.16666666666667,40.0,3.95
660,10,23.6,38.1933333333333,22.79,36.8266666666667,24.066666666666695,38.09,21.5,39.0,20.2,45.06,12.869230769230798,21.6638461538462,22.29,32.09,23.2,35.3733333333333,20.5,42.29,11.55,742.583333333333,61.1666666666667,8.5,40.0,4.28333333333333
660,0,23.033333333333296,46.5933333333333,22.29,42.8333333333333,26.426666666666698,39.7266666666667,21.566666666666695,42.1233333333333,21.0,47.1666666666667,17.4933333333333,8.86333333333333,21.926666666666698,36.463333333333296,24.79,42.06666666666669,20.79,43.1633333333333,14.716666666666699,749.15,58.1666666666667,6.6666666666666705,40.0,6.6
660,20,21.533333333333296,42.6933333333333,20.96,39.89,23.0,37.09,21.6,38.47142857142861,22.533333333333296,83.16333333333331,6.87,59.2925,20.6,31.7,22.2,39.06666666666669,21.1,40.6333333333333,7.2,754.65,79.0,4.0,40.0,3.8
660,10,24.79,48.5,24.605714285714296,47.0814285714286,26.5,43.133333333333304,24.8614285714286,45.4,24.0,49.4666666666667,16.4266666666667,58.4233333333333,24.7,41.4,25.736,47.09,24.0285714285714,46.928571428571395,14.1,746.7999999999998,88.0,2.0,61.0,12.1
